timestamp,county,file_number,measure_names,provider_name,measure_values
2020-07-14T103006,BREVARD,100177,Bed Census,CAPE CANAVERAL HOSPITAL,79
2020-07-14T103006,BREVARD,100177,Available,CAPE CANAVERAL HOSPITAL,61
2020-07-14T103006,BREVARD,100177,Available Capacity,CAPE CANAVERAL HOSPITAL,0.435714286
2020-07-14T103006,BREVARD,100177,Total Staffed Bed Capacity,CAPE CANAVERAL HOSPITAL,140
2020-07-14T103006,BREVARD,104024,Bed Census,"CIRCLES OF CARE, INC",32
2020-07-14T103006,BREVARD,104024,Available,"CIRCLES OF CARE, INC",20
2020-07-14T103006,BREVARD,104024,Available Capacity,"CIRCLES OF CARE, INC",0.384615385
2020-07-14T103006,BREVARD,104024,Total Staffed Bed Capacity,"CIRCLES OF CARE, INC",52
2020-07-14T103006,BREVARD,110027,Bed Census,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,60
2020-07-14T103006,BREVARD,110027,Available,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,0
2020-07-14T103006,BREVARD,110027,Available Capacity,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,0
2020-07-14T103006,BREVARD,110027,Total Staffed Bed Capacity,SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH,60
2020-07-14T103006,BREVARD,110036,Bed Census,DEVEREUX FLORIDA,100
2020-07-14T103006,BREVARD,110036,Available,DEVEREUX FLORIDA,0
2020-07-14T103006,BREVARD,110036,Available Capacity,DEVEREUX FLORIDA,0
2020-07-14T103006,BREVARD,110036,Total Staffed Bed Capacity,DEVEREUX FLORIDA,100
2020-07-14T103006,BREVARD,120007,Bed Census,PALM BAY HOSPITAL,97
2020-07-14T103006,BREVARD,120007,Available,PALM BAY HOSPITAL,18
2020-07-14T103006,BREVARD,120007,Available Capacity,PALM BAY HOSPITAL,0.156521739
2020-07-14T103006,BREVARD,120007,Total Staffed Bed Capacity,PALM BAY HOSPITAL,115
2020-07-14T103006,BREVARD,23960034,Bed Census,MELBOURNE REGIONAL MEDICAL CENTER,50
2020-07-14T103006,BREVARD,23960034,Available,MELBOURNE REGIONAL MEDICAL CENTER,55
2020-07-14T103006,BREVARD,23960034,Available Capacity,MELBOURNE REGIONAL MEDICAL CENTER,0.523809524
2020-07-14T103006,BREVARD,23960034,Total Staffed Bed Capacity,MELBOURNE REGIONAL MEDICAL CENTER,105
2020-07-14T103006,BREVARD,23960090,Bed Census,KINDRED HOSPITAL MELBOURNE,38
2020-07-14T103006,BREVARD,23960090,Available,KINDRED HOSPITAL MELBOURNE,22
2020-07-14T103006,BREVARD,23960090,Available Capacity,KINDRED HOSPITAL MELBOURNE,0.366666667
2020-07-14T103006,BREVARD,23960090,Total Staffed Bed Capacity,KINDRED HOSPITAL MELBOURNE,60
2020-07-14T103006,BREVARD,23960092,Bed Census,VIERA HOSPITAL,75
2020-07-14T103006,BREVARD,23960092,Available,VIERA HOSPITAL,20
2020-07-14T103006,BREVARD,23960092,Available Capacity,VIERA HOSPITAL,0.210526316
2020-07-14T103006,BREVARD,23960092,Total Staffed Bed Capacity,VIERA HOSPITAL,95
2020-07-14T103006,BREVARD,23960153,Bed Census,PALM POINT BEHAVIORAL HEALTH,27
2020-07-14T103006,BREVARD,23960153,Available,PALM POINT BEHAVIORAL HEALTH,17
2020-07-14T103006,BREVARD,23960153,Available Capacity,PALM POINT BEHAVIORAL HEALTH,0.386363636
2020-07-14T103006,BREVARD,23960153,Total Staffed Bed Capacity,PALM POINT BEHAVIORAL HEALTH,44
2020-07-14T103006,BROWARD,100038,Bed Census,MEMORIAL REGIONAL HOSPITAL,656
2020-07-14T103006,BROWARD,100038,Available,MEMORIAL REGIONAL HOSPITAL,113
2020-07-14T103006,BROWARD,100038,Available Capacity,MEMORIAL REGIONAL HOSPITAL,0.146944083
2020-07-14T103006,BROWARD,100038,Total Staffed Bed Capacity,MEMORIAL REGIONAL HOSPITAL,769
2020-07-14T103006,BROWARD,100039,Bed Census,BROWARD HEALTH MEDICAL CENTER,449
2020-07-14T103006,BROWARD,100039,Available,BROWARD HEALTH MEDICAL CENTER,50
2020-07-14T103006,BROWARD,100039,Available Capacity,BROWARD HEALTH MEDICAL CENTER,0.100200401
2020-07-14T103006,BROWARD,100039,Total Staffed Bed Capacity,BROWARD HEALTH MEDICAL CENTER,499
2020-07-14T103006,BROWARD,100042,Bed Census,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,72
2020-07-14T103006,BROWARD,100042,Available,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,47
2020-07-14T103006,BROWARD,100042,Available Capacity,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,0.394957983
2020-07-14T103006,BROWARD,100042,Total Staffed Bed Capacity,KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD,119
2020-07-14T103006,BROWARD,100056,Bed Census,CLEVELAND CLINIC HOSPITAL,207
2020-07-14T103006,BROWARD,100056,Available,CLEVELAND CLINIC HOSPITAL,23
2020-07-14T103006,BROWARD,100056,Available Capacity,CLEVELAND CLINIC HOSPITAL,0.1
2020-07-14T103006,BROWARD,100056,Total Staffed Bed Capacity,CLEVELAND CLINIC HOSPITAL,230
2020-07-14T103006,BROWARD,100073,Bed Census,HOLY CROSS HOSPITAL,236
2020-07-14T103006,BROWARD,100073,Available,HOLY CROSS HOSPITAL,112
2020-07-14T103006,BROWARD,100073,Available Capacity,HOLY CROSS HOSPITAL,0.321839080
2020-07-14T103006,BROWARD,100073,Total Staffed Bed Capacity,HOLY CROSS HOSPITAL,348
2020-07-14T103006,BROWARD,100086,Bed Census,BROWARD HEALTH NORTH,243
2020-07-14T103006,BROWARD,100086,Available,BROWARD HEALTH NORTH,19
2020-07-14T103006,BROWARD,100086,Available Capacity,BROWARD HEALTH NORTH,0.072519084
2020-07-14T103006,BROWARD,100086,Total Staffed Bed Capacity,BROWARD HEALTH NORTH,262
2020-07-14T103006,BROWARD,100120,Bed Census,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,43
2020-07-14T103006,BROWARD,100120,Available,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,11
2020-07-14T103006,BROWARD,100120,Available Capacity,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,0.203703704
2020-07-14T103006,BROWARD,100120,Total Staffed Bed Capacity,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,54
2020-07-14T103006,BROWARD,100167,Bed Census,PLANTATION GENERAL HOSPITAL,145
2020-07-14T103006,BROWARD,100167,Available,PLANTATION GENERAL HOSPITAL,119
2020-07-14T103006,BROWARD,100167,Available Capacity,PLANTATION GENERAL HOSPITAL,0.450757576
2020-07-14T103006,BROWARD,100167,Total Staffed Bed Capacity,PLANTATION GENERAL HOSPITAL,264
2020-07-14T103006,BROWARD,100189,Bed Census,NORTHWEST MEDICAL CENTER,212
2020-07-14T103006,BROWARD,100189,Available,NORTHWEST MEDICAL CENTER,73
2020-07-14T103006,BROWARD,100189,Available Capacity,NORTHWEST MEDICAL CENTER,0.256140351
2020-07-14T103006,BROWARD,100189,Total Staffed Bed Capacity,NORTHWEST MEDICAL CENTER,285
2020-07-14T103006,BROWARD,100200,Bed Census,BROWARD HEALTH IMPERIAL POINT,102
2020-07-14T103006,BROWARD,100200,Available,BROWARD HEALTH IMPERIAL POINT,5
2020-07-14T103006,BROWARD,100200,Available Capacity,BROWARD HEALTH IMPERIAL POINT,0.046728972
2020-07-14T103006,BROWARD,100200,Total Staffed Bed Capacity,BROWARD HEALTH IMPERIAL POINT,107
2020-07-14T103006,BROWARD,100210,Bed Census,FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE,166
2020-07-14T103006,BROWARD,100210,Available,FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE,33
2020-07-14T103006,BROWARD,100210,Available Capacity,FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE,0.165829146
2020-07-14T103006,BROWARD,100210,Total Staffed Bed Capacity,FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE,199
2020-07-14T103006,BROWARD,100224,Bed Census,UNIVERSITY HOSPITAL AND MEDICAL CENTER,183
2020-07-14T103006,BROWARD,100224,Available,UNIVERSITY HOSPITAL AND MEDICAL CENTER,134
2020-07-14T103006,BROWARD,100224,Available Capacity,UNIVERSITY HOSPITAL AND MEDICAL CENTER,0.422712934
2020-07-14T103006,BROWARD,100224,Total Staffed Bed Capacity,UNIVERSITY HOSPITAL AND MEDICAL CENTER,317
2020-07-14T103006,BROWARD,100225,Bed Census,MEMORIAL REGIONAL HOSPITAL SOUTH,88
2020-07-14T103006,BROWARD,100225,Available,MEMORIAL REGIONAL HOSPITAL SOUTH,46
2020-07-14T103006,BROWARD,100225,Available Capacity,MEMORIAL REGIONAL HOSPITAL SOUTH,0.343283582
2020-07-14T103006,BROWARD,100225,Total Staffed Bed Capacity,MEMORIAL REGIONAL HOSPITAL SOUTH,134
2020-07-14T103006,BROWARD,100228,Bed Census,WESTSIDE REGIONAL MEDICAL CENTER,207
2020-07-14T103006,BROWARD,100228,Available,WESTSIDE REGIONAL MEDICAL CENTER,43
2020-07-14T103006,BROWARD,100228,Available Capacity,WESTSIDE REGIONAL MEDICAL CENTER,0.172
2020-07-14T103006,BROWARD,100228,Total Staffed Bed Capacity,WESTSIDE REGIONAL MEDICAL CENTER,250
2020-07-14T103006,BROWARD,100230,Bed Census,MEMORIAL HOSPITAL PEMBROKE,155
2020-07-14T103006,BROWARD,100230,Available,MEMORIAL HOSPITAL PEMBROKE,16
2020-07-14T103006,BROWARD,100230,Available Capacity,MEMORIAL HOSPITAL PEMBROKE,0.093567251
2020-07-14T103006,BROWARD,100230,Total Staffed Bed Capacity,MEMORIAL HOSPITAL PEMBROKE,171
2020-07-14T103006,BROWARD,103027,Bed Census,ST ANTHONY'S REHABILITATION HOSPITAL,11
2020-07-14T103006,BROWARD,103027,Available,ST ANTHONY'S REHABILITATION HOSPITAL,15
2020-07-14T103006,BROWARD,103027,Available Capacity,ST ANTHONY'S REHABILITATION HOSPITAL,0.576923077
2020-07-14T103006,BROWARD,103027,Total Staffed Bed Capacity,ST ANTHONY'S REHABILITATION HOSPITAL,26
2020-07-14T103006,BROWARD,103028,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE,77
2020-07-14T103006,BROWARD,103028,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE,33
2020-07-14T103006,BROWARD,103028,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE,0.3
2020-07-14T103006,BROWARD,103028,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE,110
2020-07-14T103006,BROWARD,104001,Bed Census,SOUTH FLORIDA STATE HOSPITAL,296
2020-07-14T103006,BROWARD,104001,Available,SOUTH FLORIDA STATE HOSPITAL,0
2020-07-14T103006,BROWARD,104001,Available Capacity,SOUTH FLORIDA STATE HOSPITAL,0
2020-07-14T103006,BROWARD,104001,Total Staffed Bed Capacity,SOUTH FLORIDA STATE HOSPITAL,296
2020-07-14T103006,BROWARD,104015,Bed Census,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES,22
2020-07-14T103006,BROWARD,104015,Available,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES,18
2020-07-14T103006,BROWARD,104015,Available Capacity,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES,0.45
2020-07-14T103006,BROWARD,104015,Total Staffed Bed Capacity,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES,40
2020-07-14T103006,BROWARD,104026,Bed Census,FORT LAUDERDALE BEHAVIORAL HEALTH CENTER,92
2020-07-14T103006,BROWARD,104026,Available,FORT LAUDERDALE BEHAVIORAL HEALTH CENTER,0
2020-07-14T103006,BROWARD,104026,Available Capacity,FORT LAUDERDALE BEHAVIORAL HEALTH CENTER,0
2020-07-14T103006,BROWARD,104026,Total Staffed Bed Capacity,FORT LAUDERDALE BEHAVIORAL HEALTH CENTER,92
2020-07-14T103006,BROWARD,110019,Bed Census,BROWARD HEALTH CORAL SPRINGS,189
2020-07-14T103006,BROWARD,110019,Available,BROWARD HEALTH CORAL SPRINGS,24
2020-07-14T103006,BROWARD,110019,Available Capacity,BROWARD HEALTH CORAL SPRINGS,0.112676056
2020-07-14T103006,BROWARD,110019,Total Staffed Bed Capacity,BROWARD HEALTH CORAL SPRINGS,213
2020-07-14T103006,BROWARD,111527,Bed Census,MEMORIAL HOSPITAL WEST,432
2020-07-14T103006,BROWARD,111527,Available,MEMORIAL HOSPITAL WEST,37
2020-07-14T103006,BROWARD,111527,Available Capacity,MEMORIAL HOSPITAL WEST,0.078891258
2020-07-14T103006,BROWARD,111527,Total Staffed Bed Capacity,MEMORIAL HOSPITAL WEST,469
2020-07-14T103006,BROWARD,23960050,Bed Census,MEMORIAL HOSPITAL MIRAMAR,177
2020-07-14T103006,BROWARD,23960050,Available,MEMORIAL HOSPITAL MIRAMAR,14
2020-07-14T103006,BROWARD,23960050,Available Capacity,MEMORIAL HOSPITAL MIRAMAR,0.073298429
2020-07-14T103006,BROWARD,23960050,Total Staffed Bed Capacity,MEMORIAL HOSPITAL MIRAMAR,191
2020-07-14T103006,CALHOUN,100112,Bed Census,CALHOUN-LIBERTY HOSPITAL,5
2020-07-14T103006,CALHOUN,100112,Available,CALHOUN-LIBERTY HOSPITAL,5
2020-07-14T103006,CALHOUN,100112,Available Capacity,CALHOUN-LIBERTY HOSPITAL,0.5
2020-07-14T103006,CALHOUN,100112,Total Staffed Bed Capacity,CALHOUN-LIBERTY HOSPITAL,10
2020-07-14T103006,CHARLOTTE,100047,Bed Census,BAYFRONT HEALTH PUNTA GORDA,156
2020-07-14T103006,CHARLOTTE,100047,Available,BAYFRONT HEALTH PUNTA GORDA,78
2020-07-14T103006,CHARLOTTE,100047,Available Capacity,BAYFRONT HEALTH PUNTA GORDA,0.333333333
2020-07-14T103006,CHARLOTTE,100047,Total Staffed Bed Capacity,BAYFRONT HEALTH PUNTA GORDA,234
2020-07-14T103006,CHARLOTTE,100077,Bed Census,BAYFRONT HEALTH PORT CHARLOTTE,141
2020-07-14T103006,CHARLOTTE,100077,Available,BAYFRONT HEALTH PORT CHARLOTTE,73
2020-07-14T103006,CHARLOTTE,100077,Available Capacity,BAYFRONT HEALTH PORT CHARLOTTE,0.341121495
2020-07-14T103006,CHARLOTTE,100077,Total Staffed Bed Capacity,BAYFRONT HEALTH PORT CHARLOTTE,214
2020-07-14T103006,CHARLOTTE,100236,Bed Census,FAWCETT MEMORIAL HOSPITAL,170
2020-07-14T103006,CHARLOTTE,100236,Available,FAWCETT MEMORIAL HOSPITAL,83
2020-07-14T103006,CHARLOTTE,100236,Available Capacity,FAWCETT MEMORIAL HOSPITAL,0.328063241
2020-07-14T103006,CHARLOTTE,100236,Total Staffed Bed Capacity,FAWCETT MEMORIAL HOSPITAL,253
2020-07-14T103006,CITRUS,100023,Bed Census,CITRUS MEMORIAL HOSPITAL,147
2020-07-14T103006,CITRUS,100023,Available,CITRUS MEMORIAL HOSPITAL,57
2020-07-14T103006,CITRUS,100023,Available Capacity,CITRUS MEMORIAL HOSPITAL,0.279411765
2020-07-14T103006,CITRUS,100023,Total Staffed Bed Capacity,CITRUS MEMORIAL HOSPITAL,204
2020-07-14T103006,CITRUS,100249,Bed Census,BAYFRONT HEALTH SEVEN RIVERS,91
2020-07-14T103006,CITRUS,100249,Available,BAYFRONT HEALTH SEVEN RIVERS,37
2020-07-14T103006,CITRUS,100249,Available Capacity,BAYFRONT HEALTH SEVEN RIVERS,0.2890625
2020-07-14T103006,CITRUS,100249,Total Staffed Bed Capacity,BAYFRONT HEALTH SEVEN RIVERS,128
2020-07-14T103006,CLAY,100016,Bed Census,KINDRED HOSPITAL-NORTH FLORIDA,35
2020-07-14T103006,CLAY,100016,Available,KINDRED HOSPITAL-NORTH FLORIDA,24
2020-07-14T103006,CLAY,100016,Available Capacity,KINDRED HOSPITAL-NORTH FLORIDA,0.406779661
2020-07-14T103006,CLAY,100016,Total Staffed Bed Capacity,KINDRED HOSPITAL-NORTH FLORIDA,59
2020-07-14T103006,CLAY,100226,Bed Census,ORANGE PARK MEDICAL CENTER,328
2020-07-14T103006,CLAY,100226,Available,ORANGE PARK MEDICAL CENTER,51
2020-07-14T103006,CLAY,100226,Available Capacity,ORANGE PARK MEDICAL CENTER,0.134564644
2020-07-14T103006,CLAY,100226,Total Staffed Bed Capacity,ORANGE PARK MEDICAL CENTER,379
2020-07-14T103006,CLAY,23960117,Bed Census,ASCENSION ST VINCENT'S CLAY COUNTY,94
2020-07-14T103006,CLAY,23960117,Available,ASCENSION ST VINCENT'S CLAY COUNTY,12
2020-07-14T103006,CLAY,23960117,Available Capacity,ASCENSION ST VINCENT'S CLAY COUNTY,0.113207547
2020-07-14T103006,CLAY,23960117,Total Staffed Bed Capacity,ASCENSION ST VINCENT'S CLAY COUNTY,106
2020-07-14T103006,COLLIER,100018,Bed Census,NAPLES COMMUNITY HOSPITAL,242
2020-07-14T103006,COLLIER,100018,Available,NAPLES COMMUNITY HOSPITAL,25
2020-07-14T103006,COLLIER,100018,Available Capacity,NAPLES COMMUNITY HOSPITAL,0.093632959
2020-07-14T103006,COLLIER,100018,Total Staffed Bed Capacity,NAPLES COMMUNITY HOSPITAL,267
2020-07-14T103006,COLLIER,110043,Bed Census,"WILLOUGH AT NAPLES, THE",48
2020-07-14T103006,COLLIER,110043,Available,"WILLOUGH AT NAPLES, THE",35
2020-07-14T103006,COLLIER,110043,Available Capacity,"WILLOUGH AT NAPLES, THE",0.421686747
2020-07-14T103006,COLLIER,110043,Total Staffed Bed Capacity,"WILLOUGH AT NAPLES, THE",83
2020-07-14T103006,COLLIER,120006,Bed Census,NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS,231
2020-07-14T103006,COLLIER,120006,Available,NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS,39
2020-07-14T103006,COLLIER,120006,Available Capacity,NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS,0.144444444
2020-07-14T103006,COLLIER,120006,Total Staffed Bed Capacity,NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS,270
2020-07-14T103006,COLLIER,23960025,Bed Census,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,105
2020-07-14T103006,COLLIER,23960025,Available,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,0
2020-07-14T103006,COLLIER,23960025,Available Capacity,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,0
2020-07-14T103006,COLLIER,23960025,Total Staffed Bed Capacity,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,105
2020-07-14T103006,COLLIER,23960057,Bed Census,PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER,85
2020-07-14T103006,COLLIER,23960057,Available,PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER,15
2020-07-14T103006,COLLIER,23960057,Available Capacity,PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER,0.15
2020-07-14T103006,COLLIER,23960057,Total Staffed Bed Capacity,PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER,100
2020-07-14T103006,COLLIER,23960116,Bed Census,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,30
2020-07-14T103006,COLLIER,23960116,Available,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,20
2020-07-14T103006,COLLIER,23960116,Available Capacity,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,0.4
2020-07-14T103006,COLLIER,23960116,Total Staffed Bed Capacity,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,50
2020-07-14T103006,COLUMBIA,100102,Bed Census,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,18
2020-07-14T103006,COLUMBIA,100102,Available,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,14
2020-07-14T103006,COLUMBIA,100102,Available Capacity,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,0.4375
2020-07-14T103006,COLUMBIA,100102,Total Staffed Bed Capacity,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,32
2020-07-14T103006,COLUMBIA,100156,Bed Census,LAKE CITY MEDICAL CENTER,104
2020-07-14T103006,COLUMBIA,100156,Available,LAKE CITY MEDICAL CENTER,0
2020-07-14T103006,COLUMBIA,100156,Available Capacity,LAKE CITY MEDICAL CENTER,0
2020-07-14T103006,COLUMBIA,100156,Total Staffed Bed Capacity,LAKE CITY MEDICAL CENTER,104
2020-07-14T103006,DESOTO,100175,Bed Census,DESOTO MEMORIAL HOSPITAL,31
2020-07-14T103006,DESOTO,100175,Available,DESOTO MEMORIAL HOSPITAL,24
2020-07-14T103006,DESOTO,100175,Available Capacity,DESOTO MEMORIAL HOSPITAL,0.436363636
2020-07-14T103006,DESOTO,100175,Total Staffed Bed Capacity,DESOTO MEMORIAL HOSPITAL,55
