timestamp,county,measure_names,measure_values
2020-07-13T100914,GADSDEN,Available Capacity,NA
2020-07-13T100914,GADSDEN,Total Staffed Bed Capacity,0
2020-07-13T100914,GULF,Bed Census,4
2020-07-13T100914,GULF,Available,17
2020-07-13T100914,GULF,Available Capacity,0.809523810
2020-07-13T100914,GULF,Total Staffed Bed Capacity,21
2020-07-13T100914,HARDEE,Bed Census,22
2020-07-13T100914,HARDEE,Available,3
2020-07-13T100914,HARDEE,Available Capacity,0.12
2020-07-13T100914,HARDEE,Total Staffed Bed Capacity,25
2020-07-13T100914,HENDRY,Bed Census,13
2020-07-13T100914,HENDRY,Available,16
2020-07-13T100914,HENDRY,Available Capacity,0.551724138
2020-07-13T100914,HENDRY,Total Staffed Bed Capacity,29
2020-07-13T100914,HERNANDO,Bed Census,520
2020-07-13T100914,HERNANDO,Available,238
2020-07-13T100914,HERNANDO,Available Capacity,0.313984169
2020-07-13T100914,HERNANDO,Total Staffed Bed Capacity,758
2020-07-13T100914,HIGHLANDS,Bed Census,209
2020-07-13T100914,HIGHLANDS,Available,66
2020-07-13T100914,HIGHLANDS,Available Capacity,0.24
2020-07-13T100914,HIGHLANDS,Total Staffed Bed Capacity,275
2020-07-13T100914,HILLSBOROUGH,Bed Census,"3,276"
2020-07-13T100914,HILLSBOROUGH,Available,760
2020-07-13T100914,HILLSBOROUGH,Available Capacity,0.188305253
2020-07-13T100914,HILLSBOROUGH,Total Staffed Bed Capacity,"4,036"
2020-07-13T100914,HOLMES,Bed Census,11
2020-07-13T100914,HOLMES,Available,9
2020-07-13T100914,HOLMES,Available Capacity,0.45
2020-07-13T100914,HOLMES,Total Staffed Bed Capacity,20
2020-07-13T100914,INDIAN RIVER,Bed Census,296
2020-07-13T100914,INDIAN RIVER,Available,167
2020-07-13T100914,INDIAN RIVER,Available Capacity,0.360691145
2020-07-13T100914,INDIAN RIVER,Total Staffed Bed Capacity,463
2020-07-13T100914,JACKSON,Bed Census,58
2020-07-13T100914,JACKSON,Available,27
2020-07-13T100914,JACKSON,Available Capacity,0.317647059
2020-07-13T100914,JACKSON,Total Staffed Bed Capacity,85
2020-07-13T100914,LAKE,Bed Census,717
2020-07-13T100914,LAKE,Available,201
2020-07-13T100914,LAKE,Available Capacity,0.218954248
2020-07-13T100914,LAKE,Total Staffed Bed Capacity,918
2020-07-13T100914,LEE,Bed Census,"1,448"
2020-07-13T100914,LEE,Available,304
2020-07-13T100914,LEE,Available Capacity,0.173515982
2020-07-13T100914,LEE,Total Staffed Bed Capacity,"1,752"
2020-07-13T100914,LEON,Bed Census,704
2020-07-13T100914,LEON,Available,193
2020-07-13T100914,LEON,Available Capacity,0.215161650
2020-07-13T100914,LEON,Total Staffed Bed Capacity,897
2020-07-13T100914,MADISON,Bed Census,8
2020-07-13T100914,MADISON,Available,7
2020-07-13T100914,MADISON,Available Capacity,0.466666667
2020-07-13T100914,MADISON,Total Staffed Bed Capacity,15
2020-07-13T100914,MANATEE,Bed Census,661
2020-07-13T100914,MANATEE,Available,132
2020-07-13T100914,MANATEE,Available Capacity,0.166456494
2020-07-13T100914,MANATEE,Total Staffed Bed Capacity,793
2020-07-13T100914,MARION,Bed Census,794
2020-07-13T100914,MARION,Available,116
2020-07-13T100914,MARION,Available Capacity,0.127472527
2020-07-13T100914,MARION,Total Staffed Bed Capacity,910
2020-07-13T100914,MARTIN,Bed Census,258
2020-07-13T100914,MARTIN,Available,232
2020-07-13T100914,MARTIN,Available Capacity,0.473469388
2020-07-13T100914,MARTIN,Total Staffed Bed Capacity,490
2020-07-13T100914,MIAMI-DADE,Bed Census,"6,643"
2020-07-13T100914,MIAMI-DADE,Available,"1,699"
2020-07-13T100914,MIAMI-DADE,Available Capacity,0.203668185
2020-07-13T100914,MIAMI-DADE,Total Staffed Bed Capacity,"8,342"
2020-07-13T100914,MONROE,Bed Census,75
2020-07-13T100914,MONROE,Available,38
2020-07-13T100914,MONROE,Available Capacity,0.336283186
2020-07-13T100914,MONROE,Total Staffed Bed Capacity,113
2020-07-13T100914,NASSAU,Bed Census,46
2020-07-13T100914,NASSAU,Available,41
2020-07-13T100914,NASSAU,Available Capacity,0.471264368
2020-07-13T100914,NASSAU,Total Staffed Bed Capacity,87
2020-07-13T100914,OKALOOSA,Bed Census,369
2020-07-13T100914,OKALOOSA,Available,87
2020-07-13T100914,OKALOOSA,Available Capacity,0.190789474
2020-07-13T100914,OKALOOSA,Total Staffed Bed Capacity,456
2020-07-13T100914,OKEECHOBEE,Bed Census,59
2020-07-13T100914,OKEECHOBEE,Available,41
2020-07-13T100914,OKEECHOBEE,Available Capacity,0.41
2020-07-13T100914,OKEECHOBEE,Total Staffed Bed Capacity,100
2020-07-13T100914,ORANGE,Bed Census,"3,298"
2020-07-13T100914,ORANGE,Available,"1,125"
2020-07-13T100914,ORANGE,Available Capacity,0.254352250
2020-07-13T100914,ORANGE,Total Staffed Bed Capacity,"4,423"
2020-07-13T100914,OSCEOLA,Bed Census,830
2020-07-13T100914,OSCEOLA,Available,215
2020-07-13T100914,OSCEOLA,Available Capacity,0.205741627
2020-07-13T100914,OSCEOLA,Total Staffed Bed Capacity,"1,045"
2020-07-13T100914,PALM BEACH,Bed Census,"2,885"
2020-07-13T100914,PALM BEACH,Available,"1,267"
2020-07-13T100914,PALM BEACH,Available Capacity,0.305154143
2020-07-13T100914,PALM BEACH,Total Staffed Bed Capacity,"4,152"
2020-07-13T100914,PASCO,Bed Census,"1,139"
2020-07-13T100914,PASCO,Available,250
2020-07-13T100914,PASCO,Available Capacity,0.179985601
2020-07-13T100914,PASCO,Total Staffed Bed Capacity,"1,389"
2020-07-13T100914,PINELLAS,Bed Census,"2,450"
2020-07-13T100914,PINELLAS,Available,453
2020-07-13T100914,PINELLAS,Available Capacity,0.156045470
2020-07-13T100914,PINELLAS,Total Staffed Bed Capacity,"2,903"
2020-07-13T100914,POLK,Bed Census,"1,288"
2020-07-13T100914,POLK,Available,332
2020-07-13T100914,POLK,Available Capacity,0.204938272
2020-07-13T100914,POLK,Total Staffed Bed Capacity,"1,620"
2020-07-13T100914,PUTNAM,Bed Census,65
2020-07-13T100914,PUTNAM,Available,19
2020-07-13T100914,PUTNAM,Available Capacity,0.226190476
2020-07-13T100914,PUTNAM,Total Staffed Bed Capacity,84
2020-07-13T100914,SANTA ROSA,Bed Census,148
2020-07-13T100914,SANTA ROSA,Available,199
2020-07-13T100914,SANTA ROSA,Available Capacity,0.573487032
2020-07-13T100914,SANTA ROSA,Total Staffed Bed Capacity,347
2020-07-13T100914,SARASOTA,Bed Census,967
2020-07-13T100914,SARASOTA,Available,290
2020-07-13T100914,SARASOTA,Available Capacity,0.230708035
2020-07-13T100914,SARASOTA,Total Staffed Bed Capacity,"1,257"
2020-07-13T100914,SEMINOLE,Bed Census,742
2020-07-13T100914,SEMINOLE,Available,180
2020-07-13T100914,SEMINOLE,Available Capacity,0.195227766
2020-07-13T100914,SEMINOLE,Total Staffed Bed Capacity,922
2020-07-13T100914,ST. JOHNS,Bed Census,162
2020-07-13T100914,ST. JOHNS,Available,169
2020-07-13T100914,ST. JOHNS,Available Capacity,0.510574018
2020-07-13T100914,ST. JOHNS,Total Staffed Bed Capacity,331
2020-07-13T100914,ST. LUCIE,Bed Census,721
2020-07-13T100914,ST. LUCIE,Available,173
2020-07-13T100914,ST. LUCIE,Available Capacity,0.193512304
2020-07-13T100914,ST. LUCIE,Total Staffed Bed Capacity,894
2020-07-13T100914,SUMTER,Bed Census,196
2020-07-13T100914,SUMTER,Available,151
2020-07-13T100914,SUMTER,Available Capacity,0.435158501
2020-07-13T100914,SUMTER,Total Staffed Bed Capacity,347
2020-07-13T100914,SUWANNEE,Bed Census,0
2020-07-13T100914,SUWANNEE,Available,0
2020-07-13T100914,SUWANNEE,Available Capacity,NA
2020-07-13T100914,SUWANNEE,Total Staffed Bed Capacity,0
2020-07-13T100914,TAYLOR,Bed Census,4
2020-07-13T100914,TAYLOR,Available,12
2020-07-13T100914,TAYLOR,Available Capacity,0.75
2020-07-13T100914,TAYLOR,Total Staffed Bed Capacity,16
2020-07-13T100914,UNION,Bed Census,58
2020-07-13T100914,UNION,Available,68
2020-07-13T100914,UNION,Available Capacity,0.539682540
2020-07-13T100914,UNION,Total Staffed Bed Capacity,126
2020-07-13T100914,VOLUSIA,Bed Census,"1,021"
2020-07-13T100914,VOLUSIA,Available,528
2020-07-13T100914,VOLUSIA,Available Capacity,0.340865074
2020-07-13T100914,VOLUSIA,Total Staffed Bed Capacity,"1,549"
2020-07-13T100914,WALTON,Bed Census,53
2020-07-13T100914,WALTON,Available,65
2020-07-13T100914,WALTON,Available Capacity,0.550847458
2020-07-13T100914,WALTON,Total Staffed Bed Capacity,118
2020-07-13T100914,WASHINGTON,Bed Census,44
2020-07-13T100914,WASHINGTON,Available,15
2020-07-13T100914,WASHINGTON,Available Capacity,0.254237288
2020-07-13T100914,WASHINGTON,Total Staffed Bed Capacity,59
2020-07-13T100914,All,Bed Census,"46,113"
2020-07-13T100914,All,Available,"13,912"
2020-07-13T100914,All,Available Capacity,0.231770096
2020-07-13T100914,All,Total Staffed Bed Capacity,"60,025"
